,Store ID,Store Name,Location,Phone,Manager
976,977,Erhyn,"36 Zain Street, Hong Kong",13784536558,Ilsa Dakshit
977,978,Agatha-Alice,"354 Azwa Avenue, Madrid",18927631292,Kaura Mahmud
978,979,Octavian,"738 Cailan Lane, Bangkok",18981312568,Zoa Joanie
979,980,Lucyanne,"504 Aylie Road, Manila",13794871727,Cassey Dayze
980,981,Lena-Anne,"29 Jakobi Road, Madrid",15855961065,Lyli-Rose Jamee
981,982,Caprice,"590 Alaattin Road, Beijing",18644612320,Ellijah Leevi-Alexander
982,983,Gerard,"692 Raniaa Lane, Tokyo",15851110727,Kelsey-Mai Amirthini
983,984,Alaina,"676 Yuanai Avenue, Buenos Aires",18991132287,Yixin Rikku
984,985,Caolila-Alba,"531 Tabitha Avenue, Buenos Aires",13739455437,Emilietiree Lilly-Jean
985,986,Prea,"981 Jefferso Street, London",18677091496,Kensei Linaya
986,987,Jeni,"73 Barjaa Street, Seoul",15873643551,Zenab Abraham
987,988,Alvie,"901 Sheyanne Street, Madrid",13777877216,Emerie-May Myah-Laya
988,989,Aubrae,"890 Lochlynn Street, Manila",18982409617,Leora-Jayn Darko
989,990,Brihanna,"772 Ellamary Street, Bangkok",15851394769,Garvan Aniket
990,991,Kolton-Bleu,"824 Cuipeir Lane, Los Angeles",13711226926,Aafi Rabbi
991,992,Leeo,"163 Shahbaj Street, Seoul",19165481650,Mia-Lei Aleksja
992,993,Vladislavs,"411 Maaria Street, Delhi",13790836627,Jasey Cyrine
993,994,Maider,"38 Adedoyin Lane, Los Angeles",19175689983,Jordanlee Toby
994,995,Jiaxi,"671 Eigan Road, Buenos Aires",18641813866,Martha-Jane Aaciya
995,996,Jasey,"61 Yuetong Lane, London",19192213517,Kudzaishe Ashanti
996,997,Usman,"793 Nikol Lane, Beijing",19179903385,Process Jiatao
997,998,Kavan,"830 Umama Avenue, Delhi",13767353057,Adithya Oluwadamisola
998,999,Darren-Lee,"562 Dot Lane, Bangkok",13745876026,Blessin Elaena
999,1000,Renata,"521 Zenaya Avenue, Manila",15869027883,Junior-Jay Nimra
